name,host_star,discovery_year,discovery_method,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,equilibrium_temperature,equilibrium_temperature_error_min,equilibrium_temperature_error_max,source,last_updated
WASP-79 b,WASP-79,2012.0,Transit,270.15414595,25.42627256,-25.42627256,17.14974047,0.44835923,-0.44835923,3.662392,4e-06,-4e-06,0.0519,0.0008,-0.0008,0.0,,,86.1,0.2,-0.2,1716.2,25.8,-24.4,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
WASP-121 b,WASP-121,2016.0,Transit,367.7274669,22.24798849,-22.24798849,19.64934317,0.40352331,-0.40352331,1.27492504,1.5e-07,-1.4e-07,0.02596,0.00043,-0.00063,0.0,,,88.49,0.16,-0.16,2720.0,8.0,-8.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
WASP-77 A b,WASP-77 A,2012.0,Transit,529.81995447,21.61233168,-20.34101805,13.78704626,0.3474784,-0.32506044,1.36002854,6.2e-07,-6.2e-07,0.02335,0.00045,-0.00043,0.0074,0.0069,-0.0049,88.91,0.74,-0.95,1715.0,26.0,-25.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-733 b,Kepler-733,2016.0,Transit,8.35,,,2.82,0.46,-0.19,20.83424726,5.682e-05,-5.682e-05,0.1483,,,0.0,,,89.63,,,595.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1218 b,Kepler-1218,2016.0,Transit,2.67,,,1.44,0.15,-0.14,22.9221266,0.0002337,-0.0002337,0.15698,0.00136,-0.00136,0.0,,,88.01,,,684.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1222 b,Kepler-1222,2016.0,Transit,0.418,,,0.79,0.06,-0.06,1.916944254,6.111e-06,-6.111e-06,0.02801,0.00029,-0.00029,0.0,,,87.57,,,1246.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-928 b,Kepler-928,2016.0,Transit,3.15,,,1.59,0.31,-0.12,3.932461302,9.652e-06,-9.652e-06,0.0444,,,0.0,,,88.15,,,894.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HAT-P-52 b,HAT-P-52,2015.0,Transit,259.98494,9.21707,-9.21707,11.309881,0.807048,-0.807048,2.7535953,9.4e-06,-9.4e-06,0.03694,0.00038,-0.00038,0.047,,,87.02,0.86,-0.86,1218.0,37.0,-37.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-700 c,TOI-700,2020.0,Transit,7.27,,,2.6,0.14,-0.13,16.051137,2e-05,-2e-05,0.0929,0.0015,-0.0015,0.068,0.07,-0.049,88.903,0.071,-0.087,356.0,10.0,-10.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 176986 c,HD 176986,2017.0,Radial Velocity,9.18,0.97,-0.97,2.98,,,16.8191,0.0044,-0.0044,0.11878,0.00025,-0.00025,0.111,0.08,-0.08,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
GJ 15 A b,GJ 15 A,2014.0,Radial Velocity,3.03,0.46,-0.44,1.55,,,11.4407,0.0017,-0.0016,0.072,0.003,-0.004,0.094,0.091,-0.065,,,,550.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 143361 b,HD 143361,2008.0,Radial Velocity,1382.55357045,381.3940884,-209.76674862,12.9,,,1039.15,1.64,-1.7,1.988,0.018,-0.018,0.197,0.006,-0.006,50.0,19.0,-12.0,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-2373 b,TOI-2373,2023.0,Transit,2955.8041851,63.5656814,-63.5656814,10.42435205,0.22417961,-0.22417961,13.33668,1e-05,-1e-05,0.112,0.001,-0.001,0.112,0.007,-0.009,89.2,0.6,-0.2,860.0,10.0,-10.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
GJ 581 b,GJ 581,2005.0,Radial Velocity,20.5,6.2,-3.5,4.79,,,5.3686,0.0001,-0.0001,0.0399,0.0005,-0.0005,0.0342,0.009,-0.01,47.0,15.0,-13.0,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
WASP-160 B b,WASP-160 B,2018.0,Transit,88.35674,13.98452,-14.30235,12.21781,0.526823,-0.459569,3.7684952,3.5e-06,-3.5e-06,0.0452,0.0012,-0.0012,0.0,,,88.97,0.63,-0.57,1119.0,25.0,-23.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
WASP-61 b,WASP-61,2012.0,Transit,851.7844,266.9772,-266.9772,15.80469,2.46598,-2.46598,3.8559,3e-06,-3e-06,0.0521,0.0008,-0.0008,0.0,,,89.35,0.56,-0.56,1624.4,21.2,-14.6,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-5143 c,TOI-5143,2025.0,Transit,,,,16.25302201,2.01761653,-1.34507768,5.2097118,3.2e-06,-3.9e-06,0.05602,0.00082,-0.00079,,,,86.02,0.16,-0.15,904.48,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-153 b,K2-153,2018.0,Transit,4.66,,,2.0,0.21,-0.18,7.51574,0.00205,-0.0024,0.0614,0.0004,-0.0004,,,,,,,497.0,6.0,-6.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-387 b,K2-387,2022.0,Transit,42.2,,,7.322,0.268,-0.264,28.735327,0.000992,-0.000994,,,,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
GJ 3293 c,GJ 3293,2015.0,Radial Velocity,21.09,1.24,-1.26,4.87,,,122.6196,0.2429,-0.2371,0.36175,0.00048,-0.00047,0.11,0.1,-0.08,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
GJ 876 c,GJ 876,2000.0,Radial Velocity,226.9846,1.2395,-1.2395,14.0,,,30.0881,0.0082,-0.0082,0.12959,2.4e-05,-2.4e-05,0.25591,0.00093,-0.00093,59.0,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-87 b,K2-87,2016.0,Transit,44.9,,,7.6,0.4,-0.4,9.726618,5.5e-05,-5.5e-05,0.094,0.001,-0.001,,,,87.74,0.17,-0.17,979.0,28.0,-28.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HIP 79098 AB b,HIP 79098 AB,2019.0,Imaging,6515.515,1430.235,-1430.235,12.1,,,,,,345.0,6.0,-6.0,,,,,,,2450.0,150.0,-150.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-396 c,K2-396,2022.0,Transit,9.93,,,3.124,0.178,-0.112,25.76051,0.001999,-0.001887,,,,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-1408 b,TOI-1408,2023.0,Transit,593.0,4.0,-4.0,25.0,4.0,-4.0,4.42587,3e-05,-3e-05,0.05778,0.0001,-0.0001,0.0023,0.0005,-0.0005,82.4,0.2,-0.2,1131.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 16417 b,HD 16417,2008.0,Radial Velocity,22.1,2.0,-2.0,5.0,,,17.24,0.01,-0.01,0.14,0.01,-0.01,0.2,0.09,-0.09,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,2015.0,Microlensing,206.58846455,13.98444991,-13.98444991,14.1,,,,,,3.48,0.22,-0.22,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-2421 b,TOI-2421,2022.0,Transit,105.83685953,25.10844415,-25.10844415,10.36830715,0.39231432,-0.38110534,4.3474032,7.9e-06,-7.8e-06,0.0543,0.0021,-0.001,0.0,0.048,-0.052,86.49,1.3,-0.76,1534.0,20.0,-28.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-789 b,Kepler-789,2016.0,Transit,5.14,,,2.12,0.42,-0.23,8.63847725,3.071e-05,-3.071e-05,0.0951,,,0.0,,,89.77,,,1419.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-48 e,Kepler-48,2014.0,Radial Velocity,657.0,25.0,-25.0,13.4,,,982.0,8.0,-8.0,1.898274748,,,0.003142,0.028616,-0.028616,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1800 b,Kepler-1800,2021.0,Transit,0.961,,,0.99679734,,,4.562029839,,,0.05098,0.00037,-0.00037,0.0,,,79.48,,,1533.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-591 b,Kepler-591,2016.0,Transit,11.4,,,3.39,0.55,-0.25,81.1694299,0.0003199,-0.0003199,0.3554,,,0.0,,,88.79,,,436.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TIC 172900988 b,TIC 172900988 Aa,2021.0,Transit,942.0,5.6,-5.6,11.25,0.44,-0.44,200.452,0.011,-0.011,0.90281,0.00016,-0.00016,0.0271,0.0011,-0.0011,91.79,0.19,-0.19,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-401 b,Kepler-401,2014.0,Transit,3.57,,,1.71,0.4,-0.4,14.383035,0.000211,-0.000211,0.122,,,0.0,,,85.84,,,889.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 114082 b,HD 114082,2022.0,Radial Velocity,2542.627256,317.828407,-317.828407,11.2089807,0.33626942,-0.33626942,109.75,0.4,-0.37,0.5109,0.0081,-0.0083,0.395,0.037,-0.039,90.0,0.15,-0.18,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 110113 b,HD 110113,2021.0,Transit,4.55,0.62,-0.62,2.05,0.12,-0.12,2.541,0.0005,-0.001,0.035,0.001,-0.001,0.093,0.079,-0.064,87.69,1.61,-1.94,1371.0,14.0,-14.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-238 b,TOI-238,2024.0,Transit,3.4,0.46,-0.46,1.612,0.096,-0.099,1.273114,2e-06,-2e-06,0.0212,0.0004,-0.0004,0.18,,,85.78,2.21,-3.42,1456.61,47.39,-47.39,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
MASCARA-4 b,MASCARA-4,2020.0,Transit,985.273,286.047,-286.047,17.14977,0.78463,-0.44836,2.82406,3e-05,-3e-05,0.047,0.004,-0.004,0.0,,,88.5,0.01,-0.01,2100.0,100.0,-100.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
MWC 758 c,MWC 758,2023.0,Imaging,,,,,,,,,,100.0,,,,,,,,,500.0,100.0,-100.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-1062 b,TOI-1062,2021.0,Transit,10.15,0.81,-0.84,2.265,0.096,-0.091,4.11296,0.0015,-0.0015,0.052,0.024,-0.025,0.177,0.067,-0.064,85.913,0.062,-0.041,1077.0,10.0,-9.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-431 d,TOI-431,2021.0,Transit,9.9,1.53,-1.49,3.29,0.09,-0.09,12.46103,2e-05,-2e-05,0.098,0.002,-0.002,0.0,,,89.7,0.2,-0.2,633.0,14.0,-14.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
LHS 1140 b,LHS 1140,2017.0,Transit,5.6,0.19,-0.19,1.73,0.025,-0.025,24.73723,2e-05,-2e-05,0.0946,0.0017,-0.0017,0.043,,,89.86,0.04,-0.04,226.0,4.0,-4.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-5126 c,TOI-5126,2023.0,Transit,14.2,,,3.86,0.17,-0.16,17.8999,0.0018,-0.0013,0.1439,0.0019,-0.0018,0.0,,,89.23,0.32,-0.25,971.0,31.0,-27.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 169830 c,HD 169830,2003.0,Radial Velocity,2437.42605328,615.63362436,-875.61726129,12.6,,,1818.82339,5.67578,-6.41838,3.075,0.132,-0.146,0.246,0.022,-0.018,24.469,12.739,-7.205,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 167677 b,HD 167677,2023.0,Radial Velocity,905.81095995,301.93698665,-317.828407,13.2,,,1820.0,10.0,-14.0,2.877,0.025,-0.025,0.182,0.031,-0.026,28.7,19.0,-7.5,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,2023.0,Microlensing,340.07639549,365.50266805,-216.12331676,13.8,,,,,,1.79,0.3,-0.38,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,2023.0,Microlensing,98.52680617,146.20106722,-50.85254512,12.1,,,,,,1.38,0.18,-0.2,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HATS-74 A b,HATS-74 A,2021.0,Transit,464.02947422,44.49597698,-44.49597698,11.56766808,0.23538859,-0.23538859,1.73185606,5.5e-07,-5.5e-07,0.02384,0.00011,-0.00011,0.044,,,87.39,0.29,-0.29,895.1,5.7,-5.7,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-179 c,Kepler-179,2014.0,Transit,4.66,,,2.0,0.81,-0.81,6.40013,1.7e-05,-1.7e-05,0.064,,,0.0,,,85.83,,,810.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1270 b,Kepler-1270,2016.0,Transit,11.0,,,3.32,0.3,-0.65,6.03356196,6.551e-05,-6.551e-05,0.07045,0.00148,-0.00148,0.0,,,85.42,,,1598.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1816 b,Kepler-1816,2021.0,Transit,4.53,,,1.9679397,,,91.50099945,,,0.35647,0.0036,-0.0036,0.0,,,89.99,,,310.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-182 b,Kepler-182,2014.0,Transit,7.18,,,2.58,1.18,-1.18,9.825792,6.2e-05,-6.2e-05,0.096,,,0.0,,,83.03,,,935.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,2018.0,Microlensing,3.269,3.849,-2.015,1.62,,,,,,3.913,1.615,-1.649,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
WASP-4 b,WASP-4,2007.0,Transit,376.94638,28.6047,-31.14734,14.807089,0.437151,-0.437151,1.338231466,2.3e-08,-2.2e-08,0.0226,0.0007,-0.0008,0.0,,,89.06,0.65,-0.84,1673.0,17.0,-17.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 1605 c,HD 1605,2015.0,Radial Velocity,1150.5446,73.1009,-73.1009,13.0,,,2149.0,16.0,-16.0,3.584,0.099,-0.099,0.099,0.011,-0.011,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-396 b,Kepler-396,2013.0,Transit,75.5,11.8,-5.8,3.5,1.28,-0.65,42.994,,,0.24067,0.001,-0.001,0.0,,,89.34,,,496.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-148 d,Kepler-148,2016.0,Transit,56.3,,,8.68,0.52,-0.42,51.84688575,2.57e-05,-2.57e-05,0.2607,,,0.0,,,89.45,,,413.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 134606 c,HD 134606,2024.0,Radial Velocity,11.31,1.0,-0.99,3.37,,,58.883,0.041,-0.039,0.3007,0.0066,-0.0069,0.055,0.062,-0.04,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 9174 b,HD 9174,2016.0,Radial Velocity,352.7913,44.4962,-44.4962,13.7,,,1179.0,34.0,-34.0,2.2,0.09,-0.09,0.12,0.05,-0.05,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 32518 b,HD 32518,2009.0,Radial Velocity,905.49313154,50.85254512,-54.3486576,13.2,,,157.35,0.1,-0.08,0.594,0.0,0.0,0.028,0.034,-0.019,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 136352 c,HD 136352,2019.0,Radial Velocity,11.24,0.65,-0.63,2.916,0.075,-0.073,27.59221,0.00011,-0.00011,0.1721,0.005,-0.005,0.0,,,88.571,0.042,-0.045,677.0,11.0,-11.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Qatar-8 b,Qatar-8,2019.0,Transit,117.91493,19.70546,-19.70546,14.403565,0.246598,-0.246598,3.71495,0.001,-0.001,0.0474,0.0008,-0.0008,0.0,,,89.29,0.7,-0.7,1457.0,14.0,-14.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-201 b,TOI-201,2021.0,Transit,133.4886,15.8915,-9.5349,11.298672,0.134508,-0.168135,52.97818,4e-05,-4e-05,0.3,0.02,-0.03,0.28,0.06,-0.09,88.88,0.11,-0.11,759.0,37.0,-26.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1207 b,Kepler-1207,2016.0,Transit,3.26,,,1.62,0.51,-0.18,13.68237119,8.986e-05,-8.986e-05,0.1156,,,0.0,,,88.35,,,802.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-161 b,K2-161,2018.0,Transit,31.1,,,6.11721229,1.63323815,-0.78261667,9.283188,0.002052,-0.0023,,,,,,,87.25087,1.99063,-5.63286,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-73 b,K2-73,2016.0,Transit,6.57,,,2.45,0.21,-0.21,7.49543,0.00059,-0.00059,0.07619,0.00072,-0.00072,,,,88.44303,1.10767,-1.79817,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 165155 b,HD 165155,2016.0,Radial Velocity,918.5287,73.1009,-73.1009,13.2,,,434.5,2.1,-2.1,1.13,0.04,-0.04,0.2,0.03,-0.03,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,2018.0,Microlensing,505.0,110.0,-83.0,13.5,,,,,,1.02,0.15,-0.15,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
EPIC 206024342 d,EPIC 206024342,2021.0,Transit,7.27,,,2.6,0.9,-0.9,14.647531,4.1e-06,-4.1e-06,,,,,,,90.0,2.0,-1.0,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HAT-P-24 b,HAT-P-24,2010.0,Transit,238.3725,79.4575,-79.4575,14.5717,2.35389,-2.35389,3.35524,7e-06,-7e-06,0.04651,0.00055,-0.00056,0.07,0.02,-0.02,88.6,0.7,-0.7,1637.0,42.0,-42.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-52 c,Kepler-52,2012.0,Transit,45.4,,,1.84,,,16.3850021,0.00014,-0.00014,0.10379,0.00444,-0.00444,0.012,0.018,-0.009,90.0,,,433.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-279 c,Kepler-279,2013.0,Transit,49.4,7.2,-5.9,4.3,1.72,-0.41,35.736,,,0.2236,,,0.0,,,87.09,,,774.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-345 b,K2-345,2021.0,Transit,5.1,,,2.11,0.2,-0.09,10.367437,2e-05,-1.9e-05,,,,,,,,,,437.0,4.0,-5.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-352 d,K2-352,2021.0,Transit,5.6,,,2.23,0.13,-0.09,14.871387,0.000916,-0.000936,,,,,,,,,,727.0,10.0,-10.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-389 b,K2-389,2022.0,Transit,5.41,,,2.184,0.118,-0.114,8.584043,0.000888,-0.002026,,,,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-378 b,K2-378,2022.0,Transit,8.65,,,2.88,0.27,-0.23,2.060438,0.000118,-7.4e-05,,,,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HATS-8 b,HATS-8,2015.0,Transit,43.86054,6.03877,-6.03877,9.785457,1.378707,-0.840675,3.583893,1e-05,-1e-05,0.04667,0.00055,-0.00055,0.376,,,87.8,1.2,-1.8,1324.0,79.0,-38.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 180617 b,HD 180617,2018.0,Radial Velocity,12.214,1.05,-1.05,3.53,,,105.911,0.109,-0.109,0.343,0.004,-0.004,0.101,0.053,-0.053,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
LTT 3780 c,LTT 3780,2020.0,Transit,8.04,0.5,-0.48,2.39,0.1,-0.11,12.252284,1.3e-05,-1.3e-05,0.0757,0.0018,-0.0018,0.024,0.032,-0.017,88.958,0.074,-0.068,359.0,10.0,-10.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HAT-P-67 b,HAT-P-67,2017.0,Transit,108.0622,79.4575,-60.3877,23.370765,1.076064,-0.795839,4.8101025,4.3e-07,-3.3e-07,0.06505,0.00273,-0.00079,0.0,,,88.8,1.1,-1.3,1903.0,25.0,-25.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-32 d,Kepler-32,2012.0,Transit,39.9089,,,2.7,0.2,-0.2,22.7802,0.0005,-0.0005,0.13,,,0.0,,,89.99,,,328.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-268 d,K2-268,2021.0,Transit,2.83,,,1.49,0.14,-0.07,4.528598,1.6e-05,-1.5e-05,,,,,,,,,,888.0,16.0,-15.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-222 b,K2-222,2018.0,Transit,8.7,1.7,-1.7,2.35,0.08,-0.07,15.38857,0.00088,-0.00088,0.1206,0.0029,-0.0029,0.16,,,89.12,0.55,-0.41,871.0,23.0,-23.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
GJ 806 c,GJ 806,2023.0,Radial Velocity,5.8,0.3,-0.3,2.28,,,6.64064,0.00025,-0.00025,0.0523,0.0011,-0.0011,,,,,,,490.0,5.0,-5.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-776 c,TOI-776,2020.0,Transit,6.9,2.6,-2.5,2.047,0.081,-0.078,15.665323,7.5e-05,-7e-05,0.1001,0.0022,-0.0024,0.089,0.048,-0.054,89.49,0.3,-0.2,420.0,10.0,-10.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
LHS 3844 b,LHS 3844,2019.0,Transit,2.25,,,1.303,0.022,-0.022,0.46292913,1.9e-06,-1.9e-06,0.00622,0.00017,-0.00017,,,,88.5,0.51,-0.51,805.0,20.0,-20.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1064 b,Kepler-1064,2016.0,Transit,3.02,,,1.55,0.07,-0.05,16.54080322,4.111e-05,-4.111e-05,0.1183,,,0.0,,,88.92,,,570.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1078 b,Kepler-1078,2016.0,Transit,4.27,,,1.9,0.3,-0.33,3.00725242,1.242e-05,-1.242e-05,0.0388,,,0.0,,,70.4,,,1122.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-170 b,Kepler-170,2014.0,Transit,82.6,67.5,-62.4,3.2,0.22,-0.22,7.930592,1.4e-05,-1.4e-05,0.08,,,0.0,,,87.79,,,899.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-172 d,Kepler-172,2014.0,Transit,5.69,,,2.25,0.4,-0.4,14.627119,0.000105,-0.000105,0.118,,,0.0,,,84.97,,,736.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1731 b,Kepler-1731,2021.0,Transit,8.92,,,2.93295657,,,21.76129913,,,0.1399,0.00095,-0.00095,0.0,,,89.95,,,486.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1089 b,Kepler-1089,2016.0,Transit,4.01,,,1.83,0.1,-0.34,5.132485618,9.48e-06,-9.48e-06,0.0497,,,0.0,,,89.54,,,584.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 118203 c,HD 118203,2024.0,Radial Velocity,3527.8953177,413.1769291,-317.828407,12.4,,,5070.0,240.0,-230.0,6.2,0.2,-0.2,0.257,0.034,-0.034,95.0,15.0,-19.0,146.0,3.0,-3.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-1659.01,TOI-1659,2024.0,Transit,5.71,,,2.255,0.254,-0.157,5.877556328,1.4732e-05,-1.8139e-05,0.065757,0.002686,-0.00292,,,,,,,1031.14,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HR 8799 b,HR 8799,2008.0,Imaging,2000.0,1000.0,-600.0,13.0,1.0,-1.0,170000.0,,,68.0,,,,,,30.27,4.95,-4.95,1200.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-155 b,K2-155,2018.0,Transit,3.89,,,1.8,0.2,-0.1,6.342,0.002,-0.002,0.0562,0.0013,-0.0014,,,,88.3,1.2,-1.9,708.0,38.0,-31.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 63433 d,HD 63433,2023.0,Transit,1.25,,,1.073,0.046,-0.044,4.209075,1.2e-05,-2.3e-05,0.0503,0.0025,-0.0027,0.16,0.36,-0.12,88.73,0.85,-1.06,1040.0,40.0,-40.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-115 b,K2-115,2017.0,Transit,321.00669107,69.92224954,-73.10053361,11.80305668,0.33626942,-0.31385146,20.2729914,5e-06,-5e-06,0.1415,0.002,-0.0024,0.063,0.061,-0.042,88.912,0.057,-0.075,696.0,19.0,-15.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1990 c,Kepler-1990,2023.0,Transit,0.904,,,0.98,0.17,-0.1,4.06844957,1.212e-05,-1.212e-05,0.0504,,,0.0,,,86.61,,,1170.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1991 c,Kepler-1991,2023.0,Transit,7.13,,,2.57,0.36,-0.36,22.79020351,6.878e-05,-6.878e-05,0.1528,,,0.0,,,89.94,,,634.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1992 b,Kepler-1992,2023.0,Transit,0.693,,,0.91,0.09,-0.05,15.6112238,0.0001275,-0.0001275,0.1169,,,0.0,,,89.03,,,637.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1409 b,Kepler-1409,2016.0,Transit,1.12,,,1.04,0.08,-0.07,0.764864926,2.405e-06,-2.405e-06,0.01553,9e-05,-9e-05,0.0,,,87.31,,,1733.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1485 b,Kepler-1485,2016.0,Transit,2.76,,,1.47,0.24,-0.14,19.9157725,0.0001284,-0.0001284,0.14732,0.0014,-0.0014,0.0,,,87.45,,,728.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1541 b,Kepler-1541,2016.0,Transit,1.65,,,1.16,0.1,-0.08,8.40691199,2.698e-05,-2.698e-05,0.07555,0.00079,-0.00079,0.0,,,89.97,,,1048.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
K2-181 b,K2-181,2018.0,Transit,8.43,,,2.83587212,0.21297063,-0.15692573,6.893813,1.1e-05,-1.1e-05,0.0714,0.0014,-0.0014,0.4,0.3,-0.22,87.4,1.5,-0.71,1015.0,13.0,-13.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
